batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Sweetpea 😍 Her,,glxxmike,3300000,19600,263900,89600
1,1,original sound - Selena,"fyp, blinkerchallenge, makeup",sassyselenaaaa,1100000,4186,68300,2830
1,2,original sound - fr0sty_rick,"fyp%E3%82%B7, relatable, trending, aylecia, blowthisup, viral, qtips",leci.bby,280300,627,15500,165
1,3,Body perfect - Ziah150,igmirandahhmarie,ogmirandah,18700,231,1224,146
1,4,Love Is Gone - 韩艺,"foryou, foryourpage",hulkrilla,289700,18700,39600,11800
1,5,Tempo - Marshmello & Young Miko,"fy, perteee, tempo",.sonostella,84100,45,11600,619
1,6,original sound - 𝐒𝐏𝐎𝐓𝐈𝐅𝐘,,iiheartyouu3,563400,463,48000,2667
1,7,original sound - fatpuppy,"diy, lifehack, travel, car",fatpuppyent,6261,699,680,438
1,8,original sound - Mary Cooper,"youngsheldon, youngsheldontok, georgiecooper, missycooper, raeganrevord, montanajordan",marycooperfan3,11800,82,1433,41
1,9,original sound - Cody Premer,codypremer,codypremer,70800,58,2607,56
2,0,son original - RAPoXygène,fyp%E3%82%B7,fayekytsya,264100,410,33900,1417
2,1,original sound - J_Lyrics 🇵🇷,"fyp, parati, katypxrez",katypxrez,101500,237,8787,656
2,2,Diamondz n Roses - VaporGod,,callmijas,169100,692,21800,1433
2,3,sonido original - Chachi _0102,"fyppppppppppppppppppppppp, fy, pourtoi",itsleireal,148900,2423,22300,4719
2,4,original sound - f u n n y moments,"fyp, couple, couplecomedy",funnyviralvms,284200,6148,29400,4400
2,5,Asn - thsituan._.,,ccabots,202200,4690,123700,3803
2,6,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,,khvercxerub,141600,2459,9312,1928
2,7,original sound - Jett,"@sadieclarkkk, wonka, timothee, timotheechalamet, willywonka",errushka,378500,4342,37000,2780
2,8,That's My Best Friend - Tokyo Vanity,,nevaaadaa,43800,450,4643,182
2,9,Originalton - Alina,,alina.tsnm,190100,717,19200,1425
2,10,Sloppy Seconds (Ick Pt. 2) - Lay Bankz,@kennabeann14,di1araa.s,375600,1115,36600,1298
2,11,original sound - QnA 🗣️,"@rizz.app, texts, texting, rizz, textingstory",answeredintiktok,52800,140,10300,625
2,12,nhạc nền - Salishi2,"salishmatter, hudsonmatter, saysaymatter1, saymatte, fatherdaughter, date, daughter, mydaughter, viral, trending, fyp, saysaymatter",salishi2,145900,324,11700,179
